100 100000 0.95 reinforce iter_bernstein 20000000
16542 1011 -0.135626919459 1.06844037921e-06 -21.0626839688 -10.9224690456
16543 1151 -0.13563354672 1.15943791232e-06 -21.0622067281 -11.1088824081
16544 967 -0.135641963583 9.34708905183e-07 -21.061600666 -11.0618139832
16545 1077 -0.135647947535 1.09594073233e-06 -21.061169822 -11.1006609512
16546 994 -0.135655666342 1.19084303968e-06 -21.0606141111 -11.0561376037
16547 1044 -0.135663962802 1.05647916441e-06 -21.0600168658 -11.0870349723
16548 978 -0.135671471972 1.1799298469e-06 -21.0594763435 -11.0522323952
16549 968 -0.135680223599 9.27728176051e-07 -21.0588464444 -10.9822848212
16550 1073 -0.135686175931 1.1797731965e-06 -21.0584180599 -11.0506039542
16551 951 -0.135694970698 9.15852673374e-07 -21.0577851598 -11.0621750022
16552 1138 -0.135700538724 1.08193957147e-06 -21.0573844986 -11.1000612574
16553 1053 -0.135707696496 1.04973554772e-06 -21.0568694798 -11.0401490125
16554 997 -0.135715013631 9.65005781353e-07 -21.056343037 -10.9784526194
16555 983 -0.135721733772 9.44362669396e-07 -21.0558595837 -11.1020649481
16556 860 -0.135729114613 9.65315662394e-07 -21.0553286408 -10.9497191171
16557 1040 -0.135735649604 1.00729791774e-06 -21.0548585809 -10.992663985
16558 1246 -0.13574137908 1.30204305569e-06 -21.0544464896 -10.9938811036
16559 941 -0.135751238795 7.87968519569e-07 -21.0537373935 -10.9529207126
16560 1157 -0.135755813767 1.16219426336e-06 -21.0534083947 -11.1046782276
16561 954 -0.135764325579 9.85586132625e-07 -21.0527963318 -11.0532765362
16562 1106 -0.135770585743 1.04562771252e-06 -21.0523462162 -10.9777377238
16563 1036 -0.135777562932 9.70721811929e-07 -21.0518445825 -10.9425404783
16564 1175 -0.135783321036 1.07852652864e-06 -21.0514306259 -11.0096373359
16565 1106 -0.13579011744 9.6469552144e-07 -21.0509420588 -11.0969712788
16566 1115 -0.135796054639 1.13719299264e-06 -21.050515287 -11.1318039365
16567 1102 -0.135803410582 1.00256466143e-06 -21.0499865737 -10.9872986731
16568 979 -0.135810375644 9.66448243395e-07 -21.0494859952 -10.9448357703
16569 969 -0.135817209747 9.36262022618e-07 -21.0489948664 -11.0877677268
16570 1000 -0.135823597718 9.73981322519e-07 -21.0485358325 -11.0606904409
16571 994 -0.135830326616 1.09482397958e-06 -21.0480523353 -11.0421237648
16572 1067 -0.135837640918 1.1380181974e-06 -21.0475268158 -10.7851740084
16573 1273 -0.135844187099 1.07151689213e-06 -21.0470565206 -11.0149469071
16574 979 -0.135851652692 9.89731261215e-07 -21.0465202145 -11.0704821875
16575 1092 -0.135857996703 1.03813998988e-06 -21.0460645145 -10.8492618281
16576 971 -0.135865351802 9.39507417266e-07 -21.0455362269 -10.9210051201
16577 1023 -0.135871633118 8.90524085452e-07 -21.0450850991 -10.9704262562
16578 982 -0.135877697148 9.40309230962e-07 -21.044649607 -11.2074090371
16579 1007 -0.135884081614 1.00532223832e-06 -21.0441911343 -11.1424193011
16580 1020 -0.135890924127 1.04800204323e-06 -21.0436998052 -10.9462254941
16581 1272 -0.135896876581 1.0983704632e-06 -21.0432724177 -11.0894993891
16582 1027 -0.135904229484 8.78506245941e-07 -21.0427445167 -10.9221826306
16583 950 -0.135910363134 1.02101859723e-06 -21.042304185 -10.9646258103
16584 1150 -0.135916698337 1.15029925639e-06 -21.0418494154 -11.1923768623
16585 1000 -0.135924789136 8.35219125532e-07 -21.041268668 -11.1128275134
16586 983 -0.135930418423 9.57119342032e-07 -21.0408646357 -11.0451364192
16587 1093 -0.135936495053 9.96002878664e-07 -21.0404285247 -10.9220763406
16588 1027 -0.135943144258 9.66287743757e-07 -21.0399513545 -11.0555641724
16589 1053 -0.135949458093 9.16199377126e-07 -21.0394982845 -11.0122603539
16590 950 -0.135955903296 1.10667457438e-06 -21.0390358205 -11.1847320152
16591 1121 -0.135963064592 1.10528140934e-06 -21.0385220136 -11.0428369751
16592 1129 -0.135969997778 9.71119183645e-07 -21.0380246121 -11.060508299
16593 907 -0.135977166273 9.21074357935e-07 -21.0375103695 -11.1026790825
16594 954 -0.135983765083 9.39928144555e-07 -21.0370370304 -11.0819596821
16595 1357 -0.13598873538 1.17849797869e-06 -21.0366805291 -11.0820876494
16596 999 -0.135996927722 9.94730170956e-07 -21.0360929653 -11.1714945424
16597 1121 -0.136003140494 1.04331491637e-06 -21.0356474143 -11.0955538355
16598 937 -0.136010732393 9.69102697593e-07 -21.0351030006 -11.0454304766
16599 1132 -0.136016763357 1.16224018403e-06 -21.034670554 -10.9891316196
16600 1045 -0.136024657795 1.0921942704e-06 -21.0341045321 -11.0939226524
16601 1133 -0.136031541034 1.01079895441e-06 -21.0336110526 -11.0405800649
16602 1253 -0.136037195119 1.22899757198e-06 -21.0332057231 -10.9560702142
16603 1038 -0.13604561419 9.9618337944e-07 -21.0326022249 -10.9884349566
16604 1078 -0.136052029922 1.13433284012e-06 -21.0321423685 -11.0275872087
16605 1168 -0.136059027624 1.02876565559e-06 -21.0316408362 -11.0262489257
16606 1126 -0.136065352405 1.12137609081e-06 -21.0311875664 -11.0177116405
16607 1167 -0.136072204064 1.04486598598e-06 -21.0306965736 -10.8959371047
16608 1046 -0.136079097975 1.24642691211e-06 -21.0302025908 -10.9965373724
16609 1020 -0.136087999493 1.01665983935e-06 -21.0295648091 -10.9506605513
16610 1065 -0.136094658331 9.3230857506e-07 -21.0290877538 -10.8534219781
16611 1146 -0.136100237342 1.03722666066e-06 -21.0286880871 -10.9120109179
16612 978 -0.136107474934 9.30392399811e-07 -21.0281696409 -11.024758677
16613 987 -0.136113885018 9.50694447025e-07 -21.0277105058 -10.9764167394
16614 922 -0.136120860377 1.0041716993e-06 -21.0272109191 -11.0429373826
16615 915 -0.136128452946 1.19284013034e-06 -21.0266671709 -11.0480405098
16616 1037 -0.136136932275 1.17974609627e-06 -21.026059971 -11.0932602502
16617 889 -0.136146281423 8.93633281884e-07 -21.0253905503 -10.9944025555
16618 962 -0.136152602341 1.00598735397e-06 -21.0249379974 -11.0186948023
16619 1033 -0.136159404591 1.05590035619e-06 -21.0244510186 -11.0104890064
16620 1037 -0.136166529753 1.00025861827e-06 -21.0239409619 -11.118789447
16621 1161 -0.136172573515 1.04853533793e-06 -21.0235083491 -11.1488148715
16622 1004 -0.136179730092 1.12728087041e-06 -21.0229961187 -11.016379049
16623 1109 -0.136187070158 1.10037773038e-06 -21.0224707975 -10.9245587818
16624 950 -0.136195090222 8.7953798174e-07 -21.0218968586 -10.9021377124
16625 975 -0.136201165563 1.00228357351e-06 -21.0214621238 -11.0675456101
16626 980 -0.136208240891 1.01404081481e-06 -21.0209558697 -11.2003773911
16627 1005 -0.136215258737 1.10255881637e-06 -21.020453768 -11.1653204523
16628 1051 -0.136222737148 9.92087331436e-07 -21.0199187576 -11.1222001571
16629 1251 -0.136228343025 1.00026497827e-06 -21.0195177388 -10.9434513511
16630 1107 -0.13623449976 1.01417373925e-06 -21.019077343 -10.8932584067
16631 1149 -0.13624065253 1.12611978718e-06 -21.0186372608 -11.2581653652
16632 905 -0.136249235908 1.04109618322e-06 -21.0180233778 -11.0616495359
16633 1114 -0.13625595162 8.90529236739e-07 -21.0175431111 -10.9335584496
16634 1091 -0.136261421638 1.13959518771e-06 -21.0171519554 -10.9850432231
16635 969 -0.136269680201 1.12299983477e-06 -21.0165614385 -11.0912035814
16636 1008 -0.136277654511 9.6350249201e-07 -21.0159912983 -11.1354145973
16637 1069 -0.136283861594 9.96106219573e-07 -21.0155475448 -10.8143774848
16638 1097 -0.136290137922 1.00289083279e-06 -21.015098872 -10.9530684152
16639 1049 -0.136296697753 1.09415696859e-06 -21.014629966 -10.9079217486
16640 950 -0.136304739764 1.01701829939e-06 -21.0140551585 -11.0545018959
16641 947 -0.13631219572 1.01138000652e-06 -21.0135222855 -11.0071027237
16642 1223 -0.136318135201 1.03748785097e-06 -21.0130978259 -10.9779078392
16643 1029 -0.136325012705 1.03089805324e-06 -21.0126063662 -11.2202088961
16644 1139 -0.136331393749 1.04569382278e-06 -21.0121504168 -10.9130357195
16645 1079 -0.136338121749 1.08135631464e-06 -21.0116697111 -10.8462100145
16646 1000 -0.136345655781 1.05973122308e-06 -21.0111314583 -11.1067008066
16647 959 -0.136353358559 1.02162823349e-06 -21.0105811964 -11.1041718883
16648 1100 -0.136359932809 1.03487885107e-06 -21.0101115903 -10.9738503371
16649 1184 -0.136366086702 1.04093738888e-06 -21.009672042 -11.1919934063
16650 1066 -0.136372822612 1.00049028978e-06 -21.0091909568 -11.0040329172
16651 1096 -0.136379163337 1.12140756476e-06 -21.0087381291 -11.0725694177
16652 1057 -0.136386653372 9.51908309716e-07 -21.0082032638 -10.9641475614
16653 1170 -0.136392277316 1.11724356078e-06 -21.0078016858 -11.0345041897
16654 1107 -0.136399377921 1.29157967513e-06 -21.0072947026 -11.0357480493
16655 1197 -0.136407442021 1.20856573603e-06 -21.0067189744 -11.0040369578
16656 1081 -0.136415427226 1.0042394528e-06 -21.0061489297 -10.97607278
16657 1031 -0.136422117147 9.31597620404e-07 -21.0056713913 -11.0986088237
16658 968 -0.136428594294 9.35636741842e-07 -21.0052090748 -10.9814638929
16659 1027 -0.136434824818 9.90766254323e-07 -21.0047643929 -10.9882791333
16660 1038 -0.136441425836 9.74346537894e-07 -21.0042933019 -11.0360993921
16661 1147 -0.136447329655 1.07848226527e-06 -21.0038719969 -11.2069123887
16662 1037 -0.136454556219 1.02097514986e-06 -21.0033563364 -11.0982362859
16663 1025 -0.136461475409 1.03199693567e-06 -21.0028626478 -10.9560506358
16664 1119 -0.136467983716 9.53821048416e-07 -21.0023983107 -10.9245094256
16665 1087 -0.136473956201 1.09441477734e-06 -21.0019722315 -11.0300364436
16666 1306 -0.136480029568 1.11145926849e-06 -21.0015389844 -11.2367067532
16667 1093 -0.13648708187 9.97395187292e-07 -21.001035941 -11.1277251994
16668 1110 -0.136493303035 9.48457162278e-07 -21.0005922158 -11.1162158353
16669 908 -0.136500280844 9.32134528482e-07 -21.0000945594 -11.1085434137
16670 1342 -0.136505282699 1.19549634469e-06 -20.9997378515 -10.9440179605
16671 1225 -0.136512242569 1.14909991663e-06 -20.9992415405 -10.9401428743
16672 1041 -0.136519960278 9.82031633187e-07 -20.9986912326 -10.9213839108
16673 1004 -0.136526645584 9.36254058665e-07 -20.998214578 -11.0662044871
16674 1155 -0.136532251842 1.17777867617e-06 -20.9978148855 -10.8877437732
16675 1116 -0.136539806125 1.02419774557e-06 -20.99727635 -10.9697706629
16676 1063 -0.136546447133 9.76304728968e-07 -20.9968029581 -10.9063333822
16677 925 -0.136553580984 9.72065902536e-07 -20.9962944738 -11.1653523986
16678 941 -0.136560693613 9.26687181185e-07 -20.9957875422 -11.0050936421
16679 1008 -0.136566999479 9.46346043476e-07 -20.9953381438 -10.9508270195
16680 1090 -0.136572979593 1.00589383465e-06 -20.9949119897 -11.0262660764
16681 969 -0.136580046185 1.08370731077e-06 -20.9944084478 -11.063162698
16682 1118 -0.136587025719 1.10574341231e-06 -20.993911148 -11.087574028
16683 1039 -0.136594484319 7.5529749269e-07 -20.993379757 -10.9369168491
16684 1052 -0.136599160129 1.04468757433e-06 -20.9930466494 -11.138901111
16685 911 -0.136607012736 9.58357006566e-07 -20.9924872639 -11.0718618234
16686 1033 -0.136613477396 1.08839199447e-06 -20.9920267863 -10.9914111012
16687 928 -0.136621622389 1.03801133379e-06 -20.9914466657 -10.9803557395
16688 986 -0.136629007758 8.92398713687e-07 -20.9909206941 -10.9646014941
16689 954 -0.136635271343 8.0693706156e-07 -20.9904746475 -10.9432507641
16690 1110 -0.136640149145 1.00239148445e-06 -20.9901273078 -10.949502669
16691 1081 -0.136646543179 1.08207165421e-06 -20.9896720284 -11.118060639
16692 974 -0.136654250819 1.08571029081e-06 -20.9891232582 -11.2190922612
16693 1094 -0.136661351831 9.41696182266e-07 -20.9886177205 -10.9922738268
16694 969 -0.136667872451 9.8477072956e-07 -20.9881535374 -11.0039311677
16695 960 -0.136674933035 9.62644076563e-07 -20.9876509538 -10.8812655987
16696 978 -0.136681695526 9.24163957432e-07 -20.9871696258 -11.0398419134
16697 972 -0.136688126013 9.22669823717e-07 -20.9867119622 -10.9475656837
16698 1247 -0.136693317995 1.18628559829e-06 -20.9863424679 -11.059957341
16699 1135 -0.136700748087 9.94192798331e-07 -20.9858137327 -11.1068122925
16700 1042 -0.136707261883 9.48671804831e-07 -20.9853502382 -11.0214614542
16701 955 -0.136713963971 9.9588114263e-07 -20.9848733807 -10.985517327
16702 1089 -0.136720395875 9.71037153059e-07 -20.9844157803 -10.9727570637
16703 1087 -0.136726516615 1.06594103433e-06 -20.9839803481 -11.0287204414
16704 1068 -0.136733510164 1.00504464115e-06 -20.9834828602 -11.1804032098
16705 1113 -0.136739794866 1.14548018454e-06 -20.9830358292 -11.0595510211
16706 1108 -0.136747185972 9.83668720161e-07 -20.9825101397 -11.066362344
16707 1043 -0.13675362777 1.05816902128e-06 -20.9820520045 -11.0536657365
16708 1031 -0.136760806433 8.97762558775e-07 -20.9815415026 -10.9639097907
16709 999 -0.136766850693 9.45331383032e-07 -20.9811117041 -10.8978294807
16710 907 -0.136773862324 9.28266565844e-07 -20.9806131533 -10.9633699662
16711 1193 -0.136779343949 1.12469426336e-06 -20.9802234181 -11.1816443606
16712 998 -0.136787190742 8.88438522457e-07 -20.9796655645 -10.8767151959
16713 1050 -0.136792902489 9.66394127818e-07 -20.9792595287 -10.8089587604
16714 984 -0.136799580553 9.51138748147e-07 -20.9787848321 -11.0528986756
16715 1129 -0.13680544296 1.19959080151e-06 -20.9783681438 -11.1658267262
16716 1181 -0.136812845932 1.08778709895e-06 -20.977841994 -11.1155799325
16717 1052 -0.13682001909 9.45120478699e-07 -20.977332219 -11.1046422564
16718 1099 -0.136825902449 1.06126207295e-06 -20.9769141365 -11.1325394743
16719 1013 -0.136833177839 9.20932766368e-07 -20.9763971714 -11.00639091
16720 1161 -0.136838648398 1.13497213007e-06 -20.9760084791 -11.0523346652
16721 998 -0.136846610034 1.00970035718e-06 -20.9754428338 -11.0449869302
16722 1124 -0.136852920673 1.08207334937e-06 -20.9749945214 -10.9497130631
16723 1330 -0.136858788976 1.05677310379e-06 -20.974577661 -10.9757994441
16724 999 -0.136865950109 1.05117360534e-06 -20.9740690001 -10.9783570768
16725 1167 -0.136872389985 1.20772719228e-06 -20.9736116051 -10.9147724687
16726 1181 -0.136879819966 1.05467150657e-06 -20.9730839281 -10.9432568578
16727 987 -0.136887153695 9.08193098409e-07 -20.9725631296 -10.8761406836
16728 1365 -0.136891865057 1.14103634771e-06 -20.9722285786 -11.07377047
16729 1280 -0.136898163572 1.16507155237e-06 -20.9717813522 -10.9730242224
16730 1116 -0.136905530255 9.56450341653e-07 -20.9712583201 -10.9796561244
16731 1009 -0.136911920677 1.04062983037e-06 -20.9708046368 -10.8265858685
16732 1132 -0.136918430962 1.01870239024e-06 -20.970342477 -10.9564193635
16733 1066 -0.136925024566 9.02117776845e-07 -20.9698744366 -10.9408272566
16734 1077 -0.136930680749 8.91412786998e-07 -20.9694729653 -11.1106785202
16735 1114 -0.136936084307 9.97777038694e-07 -20.9690894487 -11.0692669267
16736 1039 -0.13694266502 8.36682913766e-07 -20.9686224147 -10.9017558625
16737 1125 -0.136947644403 1.24814772174e-06 -20.96826905 -11.0494574011
16738 890 -0.136957583206 8.80814238478e-07 -20.9675637957 -10.9721899268
16739 1015 -0.136963491247 9.5557772272e-07 -20.9671445998 -10.9374435013
16740 1208 -0.136969017424 1.27078504173e-06 -20.9667525233 -11.085983527
16741 980 -0.136978277258 9.24786359429e-07 -20.9660956017 -11.1184387554
16742 1101 -0.13698405516 1.08570111585e-06 -20.9656857334 -11.1478447679
16743 944 -0.136992002366 7.43800082032e-07 -20.9651220237 -11.1400652467
16744 936 -0.136997141707 8.47829564662e-07 -20.9647575074 -10.7849009046
16745 1273 -0.137001761687 1.0630759106e-06 -20.9644298454 -10.9154709561
16746 1020 -0.137008873619 8.57019009908e-07 -20.9639254799 -10.9440619935
16747 1017 -0.13701450179 8.93919670737e-07 -20.9635263683 -11.0334539501
16748 991 -0.137020555098 9.01646365465e-07 -20.9630971367 -11.1416987422
16749 1137 -0.137025988055 1.1110913566e-06 -20.9627119179 -11.0987844214
16750 1148 -0.137032859406 1.06425956211e-06 -20.9622247443 -11.0435988252
16751 1167 -0.13703926417 1.16911478598e-06 -20.9617706847 -11.0632844817
16752 987 -0.137047593801 9.18088020639e-07 -20.9611802119 -10.8999317812
16753 1075 -0.137053450238 9.09814460458e-07 -20.9607650921 -11.1241130719
16754 1016 -0.137059462106 9.25963170216e-07 -20.960338983 -10.9184775465
16755 1161 -0.137064958428 1.16852631041e-06 -20.9599494396 -11.0856969145
16756 1167 -0.137072162688 1.01518925405e-06 -20.9594388847 -11.0577653692
16757 1071 -0.137078653 9.39027424275e-07 -20.9589789611 -10.9882458807
16758 1022 -0.137084878526 9.74396466073e-07 -20.9585378321 -11.0358387946
16759 1291 -0.137090239576 1.18122402455e-06 -20.9581579827 -11.1895187352
16760 1033 -0.137098233893 1.20028076864e-06 -20.9575915989 -11.1145761264
16761 959 -0.137107199822 9.58755792072e-07 -20.9569564378 -11.0358674362
16762 1011 -0.137113718002 9.28726960556e-07 -20.9564947189 -10.9114726889
16763 1057 -0.137119705559 9.52649337363e-07 -20.9560706164 -10.9733881751
16764 1031 -0.137126003111 1.1398100795e-06 -20.955624587 -11.0438830832
16765 1194 -0.137132962457 1.15867409372e-06 -20.9551317218 -11.1138869027
16766 1064 -0.13714064365 9.93395085551e-07 -20.9545877792 -10.985929424
16767 1016 -0.137147335843 9.51897318558e-07 -20.9541139102 -10.9514187925
16768 1084 -0.137153376323 1.03118509137e-06 -20.9536862186 -10.8717099158
16769 1136 -0.137159738487 1.27424899191e-06 -20.9532357814 -10.9414661802
16770 1110 -0.137168145071 8.96129428213e-07 -20.9526406493 -11.0665924056
16771 1105 -0.137173593146 1.01090190659e-06 -20.9522549903 -10.9456653765
16772 1141 -0.13717976014 1.28709304617e-06 -20.9518184684 -11.1356821762
16773 968 -0.137189339227 1.01365517299e-06 -20.9511404856 -11.0147984797
16774 1170 -0.137195513383 9.15314154044e-07 -20.950703533 -10.9858436018
16775 1068 -0.137201246339 9.37939817087e-07 -20.9502978315 -11.0925666344
16776 935 -0.137207977437 9.17661374553e-07 -20.9498215278 -11.134797032
16777 1064 -0.137213926714 1.09623955562e-06 -20.9494005767 -11.0817233105
16778 1133 -0.137220830221 1.02615402144e-06 -20.9489121421 -11.1846236856
16779 1227 -0.137226700945 1.10645284929e-06 -20.9484968081 -10.9271311726
16780 1163 -0.137233396951 1.13586247822e-06 -20.9480231212 -11.0730010536
16781 1207 -0.137240147942 1.04065241675e-06 -20.9475455801 -11.0975497405
16782 1062 -0.137246864162 1.06537445302e-06 -20.947070534 -11.223616488
16783 1308 -0.137252748945 1.13277762474e-06 -20.9466543255 -10.9519394684
16784 1099 -0.137259933771 1.05019262277e-06 -20.9461462067 -10.9180238788
16785 1128 -0.137266465241 1.00075387636e-06 -20.945684329 -10.9081404083
16786 1025 -0.1372731464 1.12176342436e-06 -20.9452119005 -11.0090575191
16787 1199 -0.137279953782 1.03479553488e-06 -20.9447305827 -10.956175284
16788 976 -0.137287178196 1.2297732257e-06 -20.9442198183 -11.0221973036
16789 939 -0.137296667926 8.29286009252e-07 -20.9435489586 -11.0420967597
16790 968 -0.13730234885 9.54811687461e-07 -20.9431473895 -11.0715482713
16791 1055 -0.137308608705 1.0548703446e-06 -20.9427049265 -10.9393210169
16792 1034 -0.137315716452 1.04342683963e-06 -20.9422025696 -10.9706848227
16793 937 -0.137323412337 1.02589995166e-06 -20.9416586891 -10.9675511379
16794 1066 -0.137330210456 1.04777272247e-06 -20.9411782938 -11.032774729
16795 1165 -0.137336576717 1.03333251201e-06 -20.940728449 -10.9327586191
16796 971 -0.137343829321 9.66215307316e-07 -20.9402160132 -10.9720044302
16797 1047 -0.137350215251 9.97402108245e-07 -20.9397648466 -10.9688131454
16798 1100 -0.137356504335 1.22691349536e-06 -20.9393205534 -11.0179825558
16799 1003 -0.137365305092 9.40467007511e-07 -20.9386988747 -10.8653330044
16800 1031 -0.137371543757 1.0267910029e-06 -20.9382582169 -11.149639823
16801 913 -0.137379232782 1.03183469424e-06 -20.9377151572 -11.0388178283
16802 881 -0.137387332556 8.32901254609e-07 -20.9371431371 -11.0762721198
16803 1197 -0.1373921384 1.02777442028e-06 -20.9368037644 -10.9636051577
16804 1129 -0.137398410829 1.15799032856e-06 -20.9363608534 -10.9642042596
16805 1072 -0.137406105538 1.08292575149e-06 -20.9358175539 -11.1403343852
16806 1083 -0.137413146604 1.09884835198e-06 -20.9353204468 -11.0666740296
16807 1132 -0.137420058263 1.17594433288e-06 -20.9348325135 -10.9521458452
16808 1069 -0.137427897763 1.17453019818e-06 -20.9342791239 -10.8932630793
16809 1166 -0.137435237557 1.02740437124e-06 -20.9337610521 -11.2066766932
16810 1098 -0.137441688838 1.10944888371e-06 -20.9333057298 -10.9525472004
16811 973 -0.137449640212 1.05251296919e-06 -20.9327445777 -10.8249026332
16812 1123 -0.13745633129 1.14748178758e-06 -20.9322724068 -11.1001526431
16813 989 -0.137464492017 1.01664334355e-06 -20.9316965741 -11.1062988948
16814 1062 -0.137471182848 1.01098833498e-06 -20.9312244983 -11.0357514119
16815 966 -0.137478334623 9.01618579702e-07 -20.9307199389 -11.0438856105
16816 1135 -0.137483814733 1.14792105956e-06 -20.9303333429 -11.0506179164
16817 1019 -0.137491757405 1.10573571696e-06 -20.9297730663 -10.9393621087
16818 1253 -0.13749820663 1.10980967315e-06 -20.9293181738 -10.9257683791
16819 1145 -0.13750499072 1.03186457319e-06 -20.9288396968 -10.9524670315
16820 1136 -0.137511317438 9.60350420785e-07 -20.9283935103 -10.9028054733
16821 1073 -0.137517387487 9.11136260157e-07 -20.9279654546 -10.9474571069
16822 1004 -0.137523475206 8.92662186272e-07 -20.9275361817 -10.8576913983
16823 1075 -0.137529099026 1.08058084716e-06 -20.927139646 -11.0671657709
16824 920 -0.137537195272 9.11725965973e-07 -20.926568823 -11.106621786
16825 1099 -0.137542937905 1.09873674538e-06 -20.9261639717 -11.0794293725
16826 1111 -0.137549928453 9.5315280716e-07 -20.9256711779 -11.1567826487
16827 1104 -0.137555825749 1.03135460156e-06 -20.9252554819 -11.1505982411
16828 1088 -0.137562398446 1.03592943589e-06 -20.9247922093 -10.9180894464
16829 1102 -0.13756895887 9.96584314147e-07 -20.9243298353 -11.0151480444
16830 1024 -0.137575609833 8.97709553489e-07 -20.9238611145 -11.0057369927
16831 1117 -0.137581082763 1.20463205515e-06 -20.9234754405 -11.1151565871
16832 1077 -0.137589142942 1.04555786589e-06 -20.922907487 -10.8869765741
16833 933 -0.137596826454 9.42849623713e-07 -20.9223661222 -10.9725399416
16834 946 -0.137603630041 8.62215065324e-07 -20.9218867936 -11.1870386855
16835 1040 -0.137609219509 1.14163400043e-06 -20.9214930295 -10.9482731396
16836 992 -0.137617386617 9.52481427205e-07 -20.9209177209 -11.0636822598
16837 1009 -0.137623834738 9.04019544762e-07 -20.9204635381 -11.0820395175
16838 1082 -0.137629531704 1.03071178492e-06 -20.9200622909 -10.9996012293
16839 997 -0.137636654172 8.84019924165e-07 -20.9195606788 -10.9734579761
16840 1093 -0.137642156271 9.23145694617e-07 -20.919173211 -11.0011054173
16841 1082 -0.137647933326 1.03723950496e-06 -20.9187664057 -11.044199762
16842 1139 -0.137654323468 1.12901856808e-06 -20.9183164586 -10.8412862096
16843 1041 -0.13766196301 1.02689913931e-06 -20.9177785797 -10.997526971
16844 1176 -0.13766814206 9.92964312451e-07 -20.9173435633 -10.9910640953
16845 1123 -0.137674204223 9.91883322112e-07 -20.9169168047 -11.0564753685
16846 973 -0.137681115665 9.48270717308e-07 -20.9164302943 -10.9805776531
16847 1025 -0.137687463406 1.03598297181e-06 -20.9159834968 -10.9542513177
16848 967 -0.137694882421 9.31189773605e-07 -20.9154613354 -11.0587854641
16849 1197 -0.13770031473 1.10303718836e-06 -20.9150790285 -10.9495187785
16850 1023 -0.137707790468 1.08377974993e-06 -20.9145529498 -11.0239889803
16851 969 -0.137715617157 8.8826258784e-07 -20.9140022207 -10.9436984753
16852 1060 -0.137721322943 9.6076507413e-07 -20.9136007601 -11.0243480855
16853 1128 -0.13772719208 1.29235363844e-06 -20.9131878325 -11.1124455633
16854 1135 -0.137735593313 1.11937226025e-06 -20.9125968041 -11.0550138283
16855 1300 -0.137741828198 1.32299580895e-06 -20.9121582141 -11.0975005915
16856 1274 -0.137749509967 1.08493843653e-06 -20.9116178853 -11.0730452617
16857 1198 -0.137755846308 9.30307169567e-07 -20.9111722274 -10.9349819164
16858 1051 -0.137761757476 8.93198021665e-07 -20.9107565015 -11.029017827
16859 952 -0.137767988903 1.14350762471e-06 -20.9103182815 -10.995693831
16860 1213 -0.137774987355 9.85108428784e-07 -20.9098261572 -11.0576844756
16861 1101 -0.137781068952 9.76897616826e-07 -20.9093985361 -11.0123427326
16862 1057 -0.137787380441 9.84928216289e-07 -20.9089547808 -11.0213145979
16863 1056 -0.137793806099 1.09357855031e-06 -20.9085030302 -11.0243100396
16864 968 -0.137801704768 1.14840571596e-06 -20.9079477648 -11.0536685603
16865 1109 -0.137809270735 8.78729060481e-07 -20.9074159332 -10.9327616445
16866 1150 -0.137814420034 1.14252027032e-06 -20.9070540011 -10.9995731459
16867 1081 -0.137821913122 9.26581152569e-07 -20.9065273663 -10.9947835244
16868 1245 -0.137827048139 1.10830290885e-06 -20.9061664883 -11.1102931274
16869 1035 -0.1378344788 8.5751592959e-07 -20.9056443137 -10.9425806706
16870 1069 -0.137839853313 1.05676773613e-06 -20.9052666574 -11.0452664828
16871 1134 -0.137846425205 1.02724091467e-06 -20.9048048942 -10.9337459305
16872 1066 -0.137853080146 1.04394993074e-06 -20.9043373299 -11.052280016
16873 973 -0.137860478743 1.15353389029e-06 -20.903817558 -11.0817419871
16874 1037 -0.137868518441 1.00854762187e-06 -20.9032527951 -10.9433115121
16875 1242 -0.137874288775 9.9747317857e-07 -20.9028474787 -11.0388938782
16876 1101 -0.137880447756 9.17781016754e-07 -20.9024148917 -10.800281528
16877 1172 -0.137885786078 1.1184765191e-06 -20.902039969 -11.0371325249
16878 1276 -0.137892087351 1.02754779182e-06 -20.9015974444 -10.8509542089
16879 1043 -0.137898790418 1.00400383689e-06 -20.9011267365 -11.0439419937
16880 1146 -0.137904914331 1.0199482321e-06 -20.9006967289 -10.910196483
16881 964 -0.137912117901 9.90202656127e-07 -20.9001909474 -10.981068465
16882 1057 -0.137918642251 1.06060553801e-06 -20.8997328904 -10.9537394962
16883 918 -0.137926583954 1.21288835474e-06 -20.8991753696 -11.0445725196
16884 1059 -0.137935082755 1.10080888785e-06 -20.8985787936 -10.8169103719
16885 1056 -0.137942461799 1.23186512275e-06 -20.8980608648 -10.9646226297
16886 1222 -0.13794997763 9.91221518221e-07 -20.8975333783 -10.9727217181
16887 958 -0.137956910957 1.0062480259e-06 -20.8970468129 -11.066495544
16888 1148 -0.137963137679 1.16702508133e-06 -20.8966098671 -11.1322212388
16889 1125 -0.137970566806 1.15892219462e-06 -20.8960885848 -10.9873856642
16890 1055 -0.13797837361 1.04000693092e-06 -20.8955408479 -10.8796723045
16891 1172 -0.137984657715 9.17709377436e-07 -20.89509998 -10.9730245796
16892 1099 -0.137990273419 9.59763715332e-07 -20.8947060305 -10.9441617706
16893 1113 -0.137996170761 1.03046935085e-06 -20.8942923499 -10.9509664943
16894 1016 -0.138003149703 1.16326087674e-06 -20.8938028333 -10.8739040658
